stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Golling-Abtenau,,608827,47.600574,13.164086,1
Golling-Abtenau,608827,582563,47.600574,13.164086,
Gotha,,473184,50.93905,10.712328,1
Gotha,473184,287363,50.93907,10.712568,
Graz Hbf,,71076,47.072296,15.416437,1
Graz Hbf,71076,588380,47.072296,15.416437,
Greifswald,,634488,54.092926,13.370264,1
Greifswald,634488,407527,54.092815,13.370453,
Györ,,223684,47.68198,17.63479,1
Györ,223684,568410,47.68198,17.63479,
Gäufelden,,166123,48.559715,8.850103,1
Gäufelden,166123,184347,48.559704,8.850157,
Gäufelden,166123,572688,48.559734,8.85004,
Göppingen,,463175,48.70012,9.652344,1
Göppingen,463175,410342,48.699856,9.652146,
Göppingen,463175,513788,48.700027,9.651969,
Göttingen,,389934,51.53672,9.925875,1
Göttingen,389934,111052,51.536713,9.926303,
Göttingen,389934,199385,51.53674,9.925647,
Göttingen,389934,290006,51.536682,9.926424,
Göttingen,389934,485002,51.53698,9.925599,
Göttingen,389934,513041,51.536865,9.92561,
Göttingen,389934,558580,51.53667,9.925681,
Günzburg,,341518,48.460564,10.27926,1
Günzburg,341518,250299,48.46052,10.27926,
Günzburg,341518,348669,48.460575,10.279224,
Gütersloh Hbf,329535,18286,51.90686,8.38483,
Gütersloh Hbf,329535,566472,51.906822,8.384893,
"Gütersloh, Hbf/ZOB",,329535,51.906944,8.385072,1
HER Wanne-Eickel Hbf,,42189,51.531254,7.16578,1
Hagen Hbf,,285353,51.361965,7.461802,1
Hagen Hbf,285353,115482,51.36179,7.460302,
Hagen Hbf,285353,18021,51.363895,7.460877,
Hagen Hbf,285353,182561,51.362637,7.460589,
Hagen Hbf,285353,289245,51.36389,7.460347,
Hagen Hbf,285353,473622,51.362747,7.460249,
Hagen Hbf,285353,498871,51.361797,7.460158,
Hagen Hbf,285353,594321,51.363895,7.460697,
Hagen Hbf,285353,619172,51.36264,7.46049,
Halle(Saale)Hbf,,339204,51.47751,11.987085,1
Halle(Saale)Hbf,339204,669104,51.47751,11.987085,
Hallein,,66443,47.68517,13.099434,1
Hallein,66443,476658,47.68517,13.099434,
Hamburg Dammtor,585034,87755,53.560757,9.989569,
Hamburg Hbf,498976,102131,53.552277,10.007483,
Hamburg Hbf,498976,285885,53.551598,10.006923,
Hamburg Hbf,498976,299546,53.55271,10.007025,
Hamburg Hbf,498976,381655,53.552303,10.006336,
Hamburg Hbf,498976,441024,53.552357,10.007322,
Hamburg Hbf,498976,449949,53.55252,10.007353,
Hamburg Hbf,498976,628245,53.55232,10.006654,
"Hamburg, Bergedorf",,438259,53.489857,10.205968,1
"Hamburg, Hamburg Dammtor",,585034,53.560783,9.989403,1
"Hamburg, Hamburg Hbf",,498976,53.552753,10.007925,1
"Hamburg, Hamburg-Altona",,594531,53.55325,9.935405,1
"Hamburg, Hamburg-Harburg",,380369,53.456375,9.990947,1
Hamburg-Altona,594531,207845,53.552853,9.935336,
Hamburg-Altona,594531,35373,53.552757,9.935152,
Hamburg-Altona,594531,356618,53.552803,9.934821,
Hamburg-Altona,594531,387645,53.552773,9.935077,
Hamburg-Altona,594531,589079,53.55277,9.934896,
Hamburg-Bergedorf,438259,16247,53.48963,10.205985,
Hamburg-Bergedorf,438259,271672,53.48955,10.206101,
Hamburg-Harburg,380369,121845,53.456177,9.991349,
Hamburg-Harburg,380369,222956,53.45627,9.992209,
Hamburg-Harburg,380369,439809,53.45624,9.991983,
Hamburg-Harburg,380369,635067,53.45617,9.991274,
Hamburg-Harburg,380369,91265,53.455902,9.991704,
"Hamm (Westf), Hauptbahnhof",,576775,51.678078,7.807824,1
Hamm(Westf)Hbf,576775,321302,51.678616,7.808291,
Hamm(Westf)Hbf,576775,374523,51.6785,7.807492,
Hamm(Westf)Hbf,576775,432335,51.67856,7.807896,
Hamm(Westf)Hbf,576775,566052,51.678474,7.807276,
Hamm(Westf)Hbf,576775,641976,51.678436,7.807007,
Hanau Hauptbahnhof,,485226,50.121346,8.928415,1
Hanau Hbf,485226,421070,50.121346,8.928415,
Hannover Hauptbahnhof/E.-A.-Pl,,606114,52.375748,9.740702,1
Hannover Hbf,606114,576313,52.376762,9.741021,
Hannover Messe / Laatzen,,71923,52.317486,9.792149,1
Hannover Messe/Laatzen,71923,294550,52.317005,9.792903,
Hannover Messe/Laatzen,71923,539021,52.316975,9.792607,
Hannover Messe/Laatzen,71923,547170,52.3169,9.792863,
Hauptbahnhof,253081,56805,50.97211,11.037261,
Hauptbahnhof (oben),,408329,48.784878,9.182794,1
Hauptbahnhof A1,451724,256088,54.315235,10.131234,
Hegyeshalom,,302113,47.913975,17.145296,1
Hegyeshalom,302113,364134,47.913975,17.145296,
Hegyeshalom(Gr),,198988,47.93826,17.095844,1
Hegyeshalom(Gr),198988,67799,47.93826,17.095844,
Heide(Holst),,626102,54.192932,9.101242,1
Heide(Holst),626102,515238,54.19317,9.100833,
Heidelberg Hbf,555626,104488,49.40382,8.674716,
Heidelberg Hbf,555626,141457,49.403843,8.675138,
Heidelberg Hbf,555626,187272,49.40357,8.675442,
Heidelberg Hbf,555626,218930,49.40392,8.674851,
Heidelberg Hbf,555626,341557,49.404106,8.675013,
Heidelberg Hbf,555626,44146,49.403503,8.674375,
Heidelberg Hbf,555626,531993,49.40351,8.674815,
Heidelberg Hbf,555626,562162,49.403625,8.674905,
Heidelberg Hbf,555626,579724,49.40359,8.67451,
"Heidelberg, Hauptbahnhof",,555626,49.404316,8.676243,1
Heilbronn Hauptbahnhof,,332797,49.142925,9.207974,1
Heilbronn Hbf,332797,610288,49.14302,9.207561,
Helmstedt,620511,207988,52.22181,11.010192,
Helmstedt,620511,610674,52.22185,11.010084,
"Helmstedt, Bahnhof",,620511,52.22207,11.010093,1
Hengelo,,60636,52.261852,6.793726,1
Hengelo,60636,576420,52.261852,6.793726,
Herford,572944,334774,52.119453,8.663415,
Herford,572944,477160,52.119358,8.663667,
"Herford, Bahnhof",,572944,52.11961,8.66364,1
Hermsdorf-Klosterlausnitz,,574280,50.90385,11.858619,1
Hermsdorf-Klosterlausnitz,574280,433775,50.903778,11.858626,
Herrenberg,,531919,48.593956,8.862626,1
Herrenberg,531919,454507,48.593933,8.862895,
Herrenberg,531919,465156,48.594112,8.862716,
Herzogenrath,,621648,50.870914,6.094486,1
Herzogenrath,621648,668547,50.870914,6.094486,
Hildesheim Hauptbahnhof,,312902,52.159668,9.952588,1
Hildesheim Hbf,312902,324197,52.160027,9.952812,
Hildesheim Hbf,312902,46875,52.160275,9.952633,
Hilversum,,147396,52.22667,5.181399,1
Hilversum,147396,525551,52.22667,5.181399,
Hochfilzen,,478833,47.467712,12.626525,1
Hochfilzen,478833,86284,47.467712,12.626525,
Hodonin,,306023,48.856613,17.1226,1
Hodonin,306023,531351,48.856613,17.1226,
Hohenems,,172604,47.364708,9.681001,1
Hohenems,172604,479184,47.364708,9.681001,
Homburg (Saar) Hbf,,74017,49.32808,7.337035,1
Homburg(Saar)Hbf,74017,124550,49.327587,7.33657,
Homburg(Saar)Hbf,74017,232556,49.327637,7.336362,
Hopfgarten im Brixental,,506871,47.455353,12.14918,1
Hopfgarten im Brixental,506871,630839,47.455353,12.14918,
Horb,536865,586300,48.441597,8.688775,
Horb,536865,82958,48.44146,8.688829,
Horb Bahnhof/ZOB,,536865,48.441853,8.688892,1
Hude,447631,343733,53.10937,8.461016,
Hude(Oldb),,447631,53.10937,8.460953,1
Husum,,130193,54.472015,9.056272,1
Husum,130193,228153,54.472088,9.055957,
Hünfeld,515701,21678,50.673237,9.762918,
Hünfeld Bahnhof,,515701,50.673237,9.762918,1
Immenstadt,,96637,47.559204,10.213997,1
"Immenstadt, Bahnhof",96637,178573,47.559406,10.212785,
"Immenstadt, Bahnhof",96637,557458,47.559464,10.212461,
Imst-Pitztal,,433057,47.219074,10.76167,1
Imst-Pitztal,433057,176840,47.219074,10.76167,
Ingolstadt Hbf,,223152,48.74455,11.437341,1
Ingolstadt Hbf,223152,206502,48.74454,11.437337,
Ingolstadt Hbf,223152,360096,48.745197,11.436111,
Ingolstadt Hbf,223152,508669,48.744904,11.436021,
"Ingolstadt, Hauptbahnhof",223152,128946,48.745193,11.435967,
Innsbruck Hauptbahnhof,,22547,47.263332,11.40051,1
Innsbruck Hbf,22547,211173,47.26333,11.40051,
Inowroclaw,,360874,52.804947,18.24406,1
Inowroclaw,360874,540468,52.804947,18.24406,
Interlaken Ost,,674000,46.6905,7.869,1
Interlaken Ost,674000,480547,46.6905,7.869,
Interlaken West,,499052,46.68295,7.851366,1
Interlaken West,499052,316260,46.68295,7.851366,
"Iserl., Letmathe Bf",,460391,51.362835,7.618396,1
Itzehoe,,516402,53.92408,9.510151,1
Itzehoe,516402,552147,53.923794,9.510167,
Jaroslaw,,545772,50.01067,22.677896,1
Jaroslaw,545772,431695,50.01067,22.677896,
Jena Paradies,,192168,50.924854,11.587468,1
Jena Paradies,192168,189259,50.924854,11.587461,
Jena West,,140370,50.923286,11.57785,1
Jena West,140370,233520,50.923286,11.577848,
Jena-Göschwitz,,267863,50.8838,11.593217,1
Jena-Göschwitz,267863,490552,50.88394,11.593537,
Jenbach,,152966,47.388447,11.778454,1
Jenbach,152966,151332,47.388447,11.778454,
Jüterbog,2859,142749,51.997135,13.053549,
"Jüterbog, Bahnhof",,2859,51.997562,13.054871,1
Kaiserslautern Hbf,668750,328483,49.435905,7.768532,
Kaiserslautern Hbf,668750,86985,49.435856,7.768559,
"Kaiserslautern, Hbf",,668750,49.436264,7.768253,1
Kapfenberg,,115732,47.44512,15.292088,1
Kapfenberg,115732,45103,47.44512,15.292088,
Karlsruhe Hauptbahnhof,,157629,48.993347,8.401036,1
Karlsruhe Hbf,157629,107343,48.992954,8.40161,
Karlsruhe Hbf,157629,146480,48.99385,8.401009,
Karlsruhe Hbf,157629,147143,48.993675,8.401116,
Karlsruhe Hbf,157629,163417,48.993515,8.402181,
Karlsruhe Hbf,157629,211733,48.993473,8.401179,
Karlsruhe Hbf,157629,215836,48.99313,8.401503,
Karlsruhe Hbf,157629,272274,48.99302,8.401575,
Karlsruhe Hbf,157629,312818,48.99321,8.401458,
Karlsruhe Hbf,157629,380645,48.993732,8.401071,
Karlsruhe Hbf,157629,478447,48.99332,8.401422,
Karlsruhe Hbf,157629,518508,48.992847,8.401682,
Karlsruhe Hbf,157629,584669,48.993355,8.401269,
Karlsruhe Hbf,157629,641825,48.993557,8.401179,
Karlsruhe-Durlach,,431887,49.00225,8.462759,1
Karlsruhe-Durlach,431887,104190,49.002327,8.462822,
Karlsruhe-Durlach,431887,27140,49.002167,8.462489,
Karlsruhe-Durlach,431887,307277,49.00207,8.462597,
Karlsruhe-Durlach,431887,330774,49.002155,8.462328,
Kassel Bahnhof Wilhelmshöhe,,674984,51.31313,9.44705,1
Kassel-Wilhelmshöhe,674984,54931,51.312435,9.448181,
Katowice,,185378,50.257515,19.017164,1
Katowice,185378,134090,50.257515,19.017164,
Kaufbeuren,,466480,47.87543,10.629495,1
"Kaufbeuren, Bahnhof",466480,643663,47.875595,10.628795,
"Kaufbeuren, Bahnhof",466480,650610,47.87554,10.628714,
Kedzierzyn Kozle,,196111,50.34436,18.204765,1
Kedzierzyn Kozle,196111,476999,50.34436,18.204765,
Kehl(Gr),,469172,48.575645,7.801118,1
Kehl(Gr),469172,520653,48.575645,7.801118,
Keitum,,2861,54.888996,8.368841,1
Keitum,2861,523196,54.888973,8.368772,
Kempten (Allgäu) Hbf,,306940,47.711746,10.317618,1
Kempten(Allgäu)Hbf,306940,600309,47.7118,10.317645,
Kiel Hauptbahnhof,,451724,54.315582,10.131145,1
Kirchberg in Tirol,,379850,47.448917,12.309101,1
Kirchberg in Tirol,379850,298849,47.448917,12.309101,
Kitzbühel,,471695,47.45411,12.391045,1
Kitzbühel,471695,452479,47.45411,12.391045,
Kitzbühel Hahnenkamm,,458137,47.44339,12.389856,1
Kitzbühel Hahnenkamm,458137,503862,47.44339,12.389856,
Klanxbüll,,420727,54.86234,8.675999,1
Klanxbüll,420727,534115,54.862103,8.676329,
Koblenz Hauptbahnhof,,326170,50.350925,7.588339,1
Koblenz Hauptbahnhof,326170,435009,50.350533,7.590459,
Koblenz Hauptbahnhof,326170,571395,50.35007,7.590414,
Koblenz Hbf,326170,298531,50.35093,7.588345,
Koebenhavn H,,574564,55.67272,12.564617,1
Koebenhavn H,574564,104322,55.67272,12.564617,
Kolding st,,215030,55.49084,9.481528,1
Kolding st,215030,323406,55.49084,9.481528,
Kolin(CZ),,523151,50.025436,15.214279,1
Kolin(CZ),523151,311342,50.025436,15.214279,
Konin,,370071,52.231396,18.253336,1
Konin,370071,375043,52.231396,18.253336,
Konstanz,261547,117266,47.658836,9.177414,
Konstanz,261547,365096,47.658752,9.177312,
Konstanz Bahnhof,,261547,47.658794,9.17727,1
Krakow Glowny,,608473,50.067196,19.947426,1
Krakow Glowny,608473,536054,50.067196,19.947426,
Krakow Plaszow,,6779,50.03509,19.974894,1
Krakow Plaszow,6779,641928,50.03509,19.974894,
Krefeld Hbf,,522647,51.325623,6.568194,1
Krefeld Hbf,522647,171648,51.32541,6.569613,
Krefeld Hbf,522647,424192,51.325672,6.569398,
Kreuztal,534585,128067,50.95596,7.991961,
Kreuztal,534585,348058,50.955246,7.992805,
Kreuztal Bf,,534585,50.956024,7.991691,1
Kronach,,457719,50.23961,11.320111,1
Kronach,457719,441889,50.239956,11.320291,
Kronach,457719,571597,50.239956,11.320165,
Krsko,,98329,45.95624,15.493454,1
Krsko,98329,11000,45.95624,15.493454,
Kufstein,,332224,47.58308,12.16555,1
Kufstein,332224,168898,47.58308,12.16555,
Kutno,,552925,52.226963,19.348616,1
Kutno,552925,318555,52.226963,19.348616,
Kuty,,598097,48.661892,17.047695,1
Kuty,598097,302551,48.661892,17.047695,
Kuty(Gr),,65062,48.71108,17.000406,1
Kuty(Gr),65062,539937,48.71108,17.000406,
Köln Hbf,,561398,50.94303,6.958727,1
Köln Hbf,561398,149092,50.943134,6.95809,
Köln Hbf,561398,169493,50.943497,6.958943,
Köln Hbf,561398,230292,50.943333,6.958566,
Köln Hbf,561398,373031,50.94303,6.958729,
Köln Hbf,561398,399812,50.943436,6.958808,
Köln Hbf,561398,406669,50.9434,6.958719,
Köln Hbf,561398,410976,50.94323,6.958332,
Köln Hbf,561398,565816,50.9433,6.958485,
Köln Hbf,561398,670656,50.943195,6.958251,
Köln Messe/Deutz,206506,502077,50.940872,6.975001,
Köln Messe/Deutz,206506,75167,50.940674,6.975858,
Köln Messe/Deutz,206506,94964,50.940876,6.975921,
Köln Messe/Deutz Bf,,206506,50.940876,6.974996,1
Köln Messe/Deutz Gl.11-12,206506,13148,50.941723,6.974067,
Köln Messe/Deutz Gl.11-12,206506,264867,50.9416,6.973954,
Köln Messe/Deutz Gl.11-12,206506,568892,50.941566,6.973855,
Köln Süd,390103,498975,50.927402,6.937276,
Köln Süd Bf,,390103,50.9273,6.938048,1
Köln/Bonn Flughafen,594296,50466,50.879063,7.11958,
Köln/Bonn Flughafen,594296,592109,50.879154,7.119158,
Königs Wusterhausen,14149,245072,52.29666,13.63135,
Köthen,,656730,51.75193,11.989358,1
Köthen,656730,24380,51.75193,11.989358,
Lahr(Schwarzw),,641121,48.340958,7.835572,1
Lahr(Schwarzw),641121,496318,48.340958,7.835572,
Lancut,,95709,50.08143,22.227507,1
Lancut,95709,171613,50.08143,22.227507,
Landeck-Zams,,625898,47.148243,10.578392,1
Landeck-Zams,625898,655524,47.148243,10.578392,
Landquart,,500696,46.96744,9.554045,1
Landquart,500696,441389,46.96744,9.554045,
Landshut (Bay) Hbf,,188260,48.54749,12.135925,1
Landshut(Bay)Hbf,188260,57017,48.547493,12.13593,
Landstuhl,329302,176758,49.416283,7.56624,
"Landstuhl, Bahnhof",,329302,49.416332,7.566159,1
Langen am Arlberg,,604539,47.13172,10.120375,1
Langen am Arlberg,604539,613180,47.13172,10.120375,
Langenhagen Bahnhof Mitte,,324834,52.44028,9.726024,1
Langenhagen Mitte,324834,108991,52.440155,9.725539,
Langenhagen Mitte,324834,221823,52.440178,9.725413,
Leer(Ostfriesl),,278415,53.23141,7.465229,1
Leer(Ostfriesl),278415,80781,53.231438,7.46537,
Legnica,,636877,51.21385,16.168922,1
Legnica,636877,352850,51.21385,16.168922,
Leipzig Hbf,,109349,51.34547,12.382064,1
Leipzig Hbf,109349,136985,51.34547,12.382064,
Leipzig/Halle Flughafen,,399816,51.42334,12.223426,1
Leipzig/Halle Flughafen,399816,439713,51.42334,12.223426,
Lennestadt-Altenhundem,224992,214052,51.103645,8.071282,
Lennestadt-Altenhundem Bf,,224992,51.10413,8.071516,1
Lennestadt-Grevenbrück,103148,230985,51.14155,8.018138,
Lennestadt-Grevenbrück,103148,242090,51.141613,8.018227,
Lennestadt-Grevenbrück Bf,,103148,51.141777,8.017976,1
Leoben Hbf,,566413,47.386604,15.089603,1
Leoben Hbf,566413,56710,47.386604,15.089603,
Letmathe,460391,524862,51.362705,7.618091,
Letmathe,460391,574207,51.362785,7.61801,
Lichtenfels,,105575,50.146454,11.059474,1
Lichtenfels Bahnhof,105575,203328,50.146103,11.06039,
Lichtenfels Bahnhof,105575,374311,50.14574,11.05995,
Liestal,,109133,47.484375,7.731353,1
Liestal,109133,382099,47.484375,7.731353,
Liezen,,138784,47.56271,14.241886,1
Liezen,138784,231469,47.56271,14.241886,
Limburg (Lahn) Süd (ICE),,438159,50.38191,8.095532,1
Limburg Süd,438159,359830,50.382423,8.09593,
Limburg Süd,438159,405890,50.3819,8.095546,
Lindau-Reutin,,218708,47.552383,9.703287,1
Lindau-Reutin,218708,639646,47.552383,9.703292,
Lingen(Ems),645209,41341,52.519867,7.321731,
"Lingen, Bahnhof",,645209,52.51964,7.32127,1
Linz Hbf,,82200,48.29018,14.292131,1
Linz Hbf,82200,182707,48.29018,14.292131,
Lippstadt,248128,220990,51.67069,8.348785,
Lippstadt,248128,32618,51.67074,8.349113,
Lippstadt,248128,581884,51.670666,8.348161,
"Lippstadt, Bustreff Bahnhof",,248128,51.67069,8.348781,1
Liège-Guillemins,,536774,50.62436,5.566483,1
Liège-Guillemins,536774,297020,50.62436,5.566483,
Lubin Gorniczy,,567000,51.39612,16.193586,1
Lubin Gorniczy,567000,220608,51.39612,16.193586,
Ludwigsburg,,190233,48.892082,9.185229,1
Ludwigsburg,190233,505217,48.892147,9.185409,
Ludwigsfelde,269081,309946,52.298466,13.267343,
"Ludwigsfelde, Bahnhof",,269081,52.29921,13.267601,1
Ludwigshafen(Rh)Hbf,436425,258187,49.47522,8.432333,
"Ludwigshafen, Hauptbahnhof",,436425,49.476994,8.433321,1
Ludwigslust,578574,184938,53.335007,11.494151,
Ludwigslust,578574,459653,53.334885,11.49398,
Ludwigslust,578574,474272,53.335045,11.494205,
Ludwigslust Bahnhof,,578574,53.334454,11.494384,1
Ludwigsstadt,,168379,50.486584,11.382993,1
Ludwigsstadt Bahnhof,168379,156759,50.48694,11.383083,
Lunderskov st,,23159,55.48012,9.303791,1
Lunderskov st,23159,351616,55.48012,9.303791,
Lutherstadt Wittenberg Hbf,,221366,51.86781,12.662285,1
Lutherstadt Wittenberg Hbf,221366,344535,51.86781,12.662285,
Lübben(Spreewald),110017,271316,51.93978,13.877006,
Lübben(Spreewald),110017,586253,51.939842,13.877132,
"Lübben, Bahnhof",,110017,51.939842,13.877383,1
Lübbenau(Spreewald),633872,662056,51.862026,13.961095,
Lübbenau(Spreewald),633872,670457,51.862095,13.961176,
"Lübbenau, Bahnhof",,633872,51.862114,13.962173,1
Lübeck Hbf,,268359,53.867214,10.668884,1
Lübeck Hbf,268359,633387,53.8676,10.668868,
Lüneburg,,550848,53.249966,10.419999,1
Lüneburg,550848,156,53.249535,10.419739,
Lüneburg,550848,510171,53.24953,10.419999,
MG Hbf /Europaplatz,,8683,51.196583,6.446113,1
MG Rheydt Hbf,,600362,51.163162,6.441055,1
Maasbüll(b Niebüll),,419948,54.754414,8.812732,1
Maasbüll(b Niebüll),419948,538465,54.754414,8.812732,
Magdeburg Hbf,,187483,52.130512,11.626963,1
Magdeburg Hbf,187483,403363,52.130512,11.626963,
Mainz Hbf,216455,355986,50.001118,8.25872,
"Mainz, Hauptbahnhof",,216455,50.00145,8.258419,1
Mannheim Hbf,542439,110699,49.47901,8.469757,
Mannheim Hbf,542439,124759,49.479134,8.4699,
Mannheim Hbf,542439,13857,49.478836,8.469559,
Mannheim Hbf,542439,248337,49.47928,8.47008,
Mannheim Hbf,542439,407914,49.479076,8.46982,
Mannheim Hbf,542439,496077,49.479355,8.468921,
Mannheim Hbf,542439,64202,49.47923,8.470026,
"Mannheim, Hauptbahnhof",,542439,49.479748,8.469936,1
Marburg Hauptbahnhof,,500378,50.819263,8.774011,1
Marburg(Lahn),500378,566515,50.81922,8.775031,
Marburg(Lahn),500378,656996,50.819256,8.77516,
Maribor,,38975,46.562065,15.658011,1
Maribor,38975,349678,46.562065,15.658011,
Marienhafe,225164,74843,53.519238,7.27436,
Marienhafe Bahnhof,,225164,53.519897,7.273198,1
Memmingen,,306502,47.985584,10.18685,1
"Memmingen, Bahnhof ZOB",306502,150372,47.985085,10.186419,
"Memmingen, Bahnhof ZOB",306502,332582,47.984997,10.186392,
Meppen,516166,517394,52.696022,7.298015,
"Meppen, Bahnhof",,516166,52.69565,7.298111,1
Metzingen Bahnhof,,16707,48.539753,9.29008,1
Metzingen(Württ),16707,324307,48.54001,9.290044,
Metzingen(Württ),16707,47460,48.539318,9.290089,
Metzingen(Württ),16707,52020,48.539726,9.290156,
Miechow,,42594,50.35442,20.011295,1
Miechow,42594,595285,50.35442,20.011295,
Minden(Westf),211099,297937,52.29061,8.934859,
Minden(Westf),211099,379750,52.290375,8.934042,
Minden(Westf),211099,432818,52.290154,8.934859,
"Minden, Bahnhof",,211099,52.29014,8.934734,1
Mittenwald,,333729,47.44003,11.265709,1
Mittenwald,333729,185176,47.440125,11.26517,
Mittenwald,333729,39485,47.440243,11.265224,
Mittenwald,333729,585414,47.440277,11.265089,
Mittenwald (Gr),,641990,47.39807,11.267443,1
Mittenwald(Gr),641990,156999,47.39807,11.267441,
Montabaur,387168,248985,50.444836,7.825333,
Montabaur Bf,,387168,50.44483,7.825323,1
Mosonmagyarovar,,400835,47.850357,17.266424,1
Mosonmagyarovar,400835,479508,47.850357,17.266424,
Murnau,,582060,47.682266,11.192631,1
Murnau,582060,34384,47.682854,11.193053,
Murnau,582060,669923,47.68262,11.192559,
Mönchengladbach Hbf,8683,162744,51.19659,6.44623,
Mönchengladbach Hbf,8683,239136,51.196808,6.44578,
Mönchengladbach Hbf,8683,347462,51.196697,6.446014,
Mönchengladbach Hbf,8683,604755,51.19677,6.445852,
Mühlacker,665383,580204,48.95299,8.846079,
Mühlacker Bahnhof,,665383,48.95299,8.846079,1
Mülheim Hauptbahnhof,,287512,51.430553,6.886431,1
Mülheim(Ruhr)Hbf,287512,135899,51.43114,6.886665,
Mülheim(Ruhr)Hbf,287512,216416,51.431454,6.88679,
Müllheim (Baden) Bahnhof,,508077,47.809597,7.599487,1
Müllheim im Markgräflerland,508077,504318,47.809742,7.599332,
München Hbf,,444647,48.14029,11.559602,1
München Hbf,444647,114513,48.1405,11.55759,
München Hbf,444647,115037,48.1399,11.553772,
München Hbf,444647,141298,48.140385,11.557572,
München Hbf,444647,141515,48.141293,11.556161,
München Hbf,444647,163884,48.14065,11.557617,
München Hbf,444647,181893,48.13994,11.557491,
München Hbf,444647,252599,48.13988,11.557491,
München Hbf,444647,281691,48.140026,11.557518,
München Hbf,444647,299364,48.139828,11.553727,
München Hbf,444647,330772,48.140812,11.557644,
München Hbf,444647,333250,48.14008,11.557518,
München Hbf,444647,387218,48.140705,11.557617,
München Hbf,444647,396877,48.141212,11.556161,
München Hbf,444647,400697,48.140553,11.557608,
München Hbf,444647,414351,48.14033,11.557572,
München Hbf,444647,436503,48.14134,11.556179,
München Hbf,444647,453053,48.14016,11.553898,
München Hbf,444647,472150,48.141537,11.556224,
München Hbf,444647,52007,48.14097,11.557671,
München Hbf,444647,529209,48.140182,11.557527,
München Hbf,444647,529257,48.14086,11.557662,
München Hbf,444647,537690,48.140232,11.558335,
München Hbf,444647,559253,48.140236,11.557545,
München Hbf,444647,598331,48.139954,11.553799,
München Hbf,444647,630234,48.14141,11.556206,
München Hbf,444647,89088,48.140034,11.553826,
München Hbf Gl.27-36,444647,466780,48.14153,11.556708,
München Hbf Gl.5-10,444647,553996,48.13993,11.554814,
München Ost,128337,132035,48.12744,11.604971,
München Ost,128337,660513,48.127304,11.605533,
München-Pasing,114553,301660,48.149853,11.461872,
Münster Hauptbahnhof,,659897,51.9567,7.63444,1
Münster(Westf)Hbf,659897,163479,51.95698,7.635743,
Münster(Westf)Hbf,659897,235088,51.956894,7.636452,
Münster(Westf)Hbf,659897,308651,51.95702,7.635446,
Münster(Westf)Hbf,659897,384533,51.95694,7.636075,
Münster(Westf)Hbf,659897,530502,51.956566,7.635715,
Münster(Westf)Hbf,659897,91298,51.95697,7.635815,
Mürzzuschlag,,59851,47.60795,15.677393,1
Mürzzuschlag,59851,540647,47.60795,15.677393,
Nagymaros-Visegrad,,553777,47.790894,18.9588,1
Nagymaros-Visegrad,553777,308904,47.790894,18.9588,
Naumburg(Saale)Hbf,,496437,51.16307,11.796984,1
Naumburg(Saale)Hbf,496437,128926,51.16307,11.796984,
Neu-Ulm,90282,502355,48.39352,10.005831,
Neu-Ulm Bahnhof,,90282,48.39346,10.004789,1
Neumarkt am Wallersee,,12406,47.95532,13.225574,1
Neumarkt am Wallersee,12406,209643,47.95532,13.225574,
Neumünster,,495157,54.07566,9.979757,1
Neumünster,495157,464498,54.075672,9.979839,
Neuss Hauptbahnhof,,502642,51.203526,6.683106,1
Neuss Hbf,502642,210332,51.205223,6.684885,
Neustadt(Weinstr)Hbf,9590,667884,49.34955,8.141557,
"Neustadt, Hauptbahnhof",,9590,49.35004,8.139985,1
"Neustadt, Hauptbahnhof",9590,497918,49.349648,8.141584,
Neustrelitz Hauptbahnhof,,32608,53.359474,13.07435,1
Neustrelitz Hbf,32608,589194,53.359257,13.074603,
Neustrelitz Hbf,32608,86181,53.359283,13.074503,
Neuwied,147943,218706,50.43133,7.473417,
Neuwied,147943,257943,50.431454,7.473444,
Neuwied Bf,,147943,50.431465,7.473121,1
Niebüll,,384531,54.78956,8.834768,1
Niebüll,384531,338207,54.78953,8.834595,
Niebüll neg,,511920,54.78955,8.832959,1
Niebüll neg,511920,222552,54.78955,8.832959,
Nienburg(Weser),,190953,52.645344,9.217862,1
Nienburg(Weser),190953,38250,52.645363,9.2179,
Norddeich,543539,407921,53.62158,7.160824,
Norddeich Mole,56779,597839,53.62432,7.158739,
Norddeich(Norden),,543539,53.62152,7.160884,1
Norddeich(Norden) Mole,,56779,53.62432,7.158739,1
Norden,427827,188031,53.588104,7.219352,
Norden(Ostfriesl),,427827,53.588013,7.219321,1
Nove Zamky,,241465,47.995003,18.173956,1
Nove Zamky,241465,553691,47.995003,18.173956,
Nürnberg Hbf,,283324,49.445614,11.082992,1
Nürnberg Hbf,283324,106075,49.44516,11.082417,
Nürnberg Hbf,283324,122276,49.445267,11.082363,
Nürnberg Hbf,283324,259124,49.44541,11.082291,
Nürnberg Hbf,283324,382504,49.445644,11.082165,
Nürnberg Hbf,283324,400022,49.445545,11.082228,
Nürnberg Hbf,283324,537319,49.445053,11.08248,
Nürnberg Hbf,283324,645683,49.44475,11.082632,
Nürnberg Hbf,283324,68120,49.44801,11.082327,
Nürnberg Hbf,283324,84086,49.444798,11.082623,
Nürtingen,,71819,48.62813,9.342721,1
Nürtingen,71819,38077,48.628136,9.342677,
Nürtingen,71819,453700,48.628147,9.342748,
